ACTEURS DU PROLOGUE.	ACTEURS DU PROLOGUE.
DAMON, Fils.	DAMON, Fils.
C· CRISPIN, Valet de Damon.	 CRISPIN, Valet de Damon.
LE DECORATEUR.	LE DÉCORATEUR.
LAYS.	LAIS.
AMINTE	AMINTE
LUCRECE.	LUCRECE.
JSTINE	JSTINE
T.	T.
D	D
DAMON, CRISPIN, DAMON.	DAMON, CRISPIN, DAMON.
E bien, Criſpin, nos Meſſieurs & nõs Demoiſelles ſont-ils bien-toſt en état de faire la repetition de ma Pie	E bien, Crispin, nos Messieurs et noms Demoiselles sont-ils bientôt en état de faire la répétition de ma Pie
2 ?	2 ?
CRISPIN TTout le monde ſera préſt dans un moment comme l'on s’atend de la joüer demain lns remiſe, on n’a plus de temps à negliger.	CRISPIN TTout le monde sera prompt dans un moment comme l'on s'attend de la jouer ain lns remise, on n'a plus de temps à négliger.
le n’eſt pas qu’ls naient quelque petit charin de l’exactitude que vous avés voulu exier d’eux & comme l’on n’a pas accoutumé e faire des Répetitions avec les Habits, les écorations, & les Violons, ils ne prennẽt i’en murmurant le ſoin qu’il faut qu’ils ſe onnent pour s’habiller;	le n'est pas qu'ls noient quelque petit charin de l'exactitude que vous avez voulu exier d'eux et comme l'on n'a pas accoutumé eût faire des Répétitions avec les Habits, les écorations, et les Violons, ils ne prennent j'en murant le soin qu'il faut qu'ils se onnent pour s'habiller;
& principalement bs Demoiſelles qui ne ſont pas bien aiſes de donner plus de peine que le beſoin ne le mande.	et principalement bs Demoiselles qui ne sont pas bien aises de donner plus de peine que le besoin ne le mande.
Il n’y en a pas une qui ne vous ait t en s’abillant, toutés les poüilles que la odeſtie peut ſouffrir dans la bouche d’une imme, & qui n’ait dit plus de cent foïs Bre que cet Autheur eſt fols;	Il n'y en a pas une qui ne vous ait t en 'abillant, toutz les pouillés que la odestie peut souffrir dans la bouche d'une imme, et qui n'ait dit plus de cent foïs Bre que cet Auteur est fous;
Mais vous n’eſtes pas Homme à prendre garde à cela.	Mais vous n'êtes pas Homme à prendre garde à cela.
CRISPIN Et ſur tout, ne parlés point de ces Meſſieurs les Medecins, car cela porte mal’heur.	CRISPIN Et sur tout, ne parlès point de ces Messieurs les Médecins, car cela porte malheur.
DAMON.	DAMON.
Ah, je n’ay garde de choquer cette docte compagnie puis qu’ils m’ont promis d’ordon ner un Remede à contre temps a un de mes parens qui le ſera quitter la jouiſſance de ſon bien, dont je ſuis l'unque nencier.	Ah, je n'ai garde de choquer cette docte compagnie puis qu'ils m'ont promis d'ordon ner un Remede à contre temps à un de mes parents qui le sera quitter la jouissance de son bien, dont je suis l'unque nencier.
CRISPIN.	CRISPIN.
C’eſt donc ſans doute, de Meſſieurs les Procureurs dont vous voulés découvrir les artifices pour attraper l’argent de leurs Cleants.	C'est donc sans doute, de Messieurs les Procureurs dont vous voulez découvrir les artifices pour attraper l'argent de leurs Cléants.
DAMON.	DAMON.
Non, bien loin de cela, ils me font pitié.	Non, bien loin de cela, ils me font pitié.
car la plus-parts des Meſſieurs de ce corps ſont à preſent ſans pratique, depuis que la Troupe de l’Hotel de Bourgougne les a repreſentés ſous le nom de Grapinian & qu’il a découvert au Public la maniere dont ils uſent pour s’enrichir ;	car la pluparts des Messieurs de ce corps sont à présent sans pratique, depuis que la Troupe de l'Hotel de Bourgougne les a représentés sous le nom de Grapinian et qu'il a découvert au Public la manière dont ils usent pour s'enrichir ;
aux dépens des pauvres Pledeurs.	aux dépens des pauvres Pledeurs.
CRISPIN Pour moy qui n’ay rien encor entendu de cette Piece, je m’aprête a voir des merveilles dans cette Repetition.	CRISPIN Pour moi qui n'ai rien encor entendu de cette Pièce, je m'apprête à voir des merveilles dans cette Répétition.
C’eſt ſans doute quel que Suj et de nouvel invention.	C'est sans doute quel que Suj et de nouvel invention.
DAMON Fy, ne me parlés point de ces Sujets d’invention, j'appelle ces Monſtres modernes avortons d’une imagination bornẽe, & j’abãdonne ces projets infructeux & ces fades reſveries à ces Genies rampans, que l’Ingnorãce rend incapables des larcins glorieux que font les Doctes chez les Grecs & chez les Latins, & qui ne ſçavent pas mettre les Plaiſãteries de l’Antiquité en œuvre.	DAMON Fy, ne me parlés point de ces Sujets d'invention, j'appelle ces Monstres modernes avortons d'une imagination bornée, et j'abandonne ces projets infructeux et ces fades rêveries à ces Génies rampants, que l'Ingnorance rend incapables des larcins glorieux que font les Doctes chez les Grecs et chez les Latins, et qui ne sauvent pas mettre les Plaisãteries de l'Antiquité en œuvre.
J’ay tiré l'idée de cette Piece de Moſte llaria de Plaute, que luy-même, à ce que l’on tient, avoir tirée du Phaſma de Menandre.	J'ai tiré l'idée de cette Pièce de Môte laria de Plaute, que lui-même, à ce que l'on tient, avoir tirée du Phâma de Ménandre.
CRISPIN à part Voila bien des mots où je ne comprẽs rien;	CRISPIN à part Voilà bien des mots où je ne comprends rien;
mais pour mon honneur je n’en veux riem faire paroître.	mais pour mon honneur je n'en veux riem faire paraître.
Le Sujet eſt ſans doute plaiſant?	Le Sujet est sans doute plaisant?
& vous n’aurez pas manqué de l’aſſaiſonner de ces traits fréquens de Satyre délicate qui font l’agrémẽt des Pieces du temps?	et vous n'aurez pas manqué de l'assaisonner de ces traits fréquents de Satire délicate qui font l'agrémẽt des Pièces du temps?
DAMON.	DAMON.
Pour le Sujet, il eſt plaiſant;	Pour le Sujet, il est plaisant;
mais pour l'aſſaiſonnement dont vous me parlez, je vous avouë qu’il n’eſt point du tout de mon gouſt, & je ne trouve rien de ſi mal-honnête que ces Satires indiſcretes & piquâtes qu’on met fur le Theatre contrè le Prochain.	mais pour l'assaisonnement dont vous me parlez, je vous avoue qu'il n'est point du tout de mon goût, et je ne trouve rien de si malhonnête que ces Satires indiscrètes et piquâtes qu'on met fur le Théâtre contrètes le Prochain.
Je m’étonne.	Je m'étonne.
LE DECORATEUR.	LE DÉCORATEUR.
Meſſieurs, tout le monde eſt prêt, & dés que vous aurez fait ſilence, on commencera.	Messieurs, tout le monde est prêt, et dès que vous aurez fait silence, on commencera.
DAMON.	DAMON.
Et moy, je m’en vay pres d’eux pour leur faire obſerver leurs Entrées & leurs Sorties?	Et moi, je m'en vais pres d'eux pour leur faire observer leurs Entrées et leurs Sorties?
Mais afin que tout ſe faſſe en ordre, que Meſſieurs vos Violons joüent l’Air que l’on a fait pour l’ouverture du Theatre.	Mais afin que tout se fasse en ordre, que Messieurs vos Violons joüent l'Air que l'on a fait pour l'ouverture du Théâtre.
12 SLLECCVEM SANS CONDUITE.	12 SLECCUEM SANS CONDUITE.
CURADSA.	CURADSA.
TICIDE	TICIDE
SCENE PREMIERE, GERONTE, CRISPIN, GERONTE.	SCÈNE PREMIÈRE, GÉRONTE, CRISPIN, GÉRONTE.
ſertant.	sertant.
dun Legis qu’il regarde aves étonnement.	dun Légis qu'il regarde aves étonnement.
UEL deſordte!	OÙEL désordte!
CRISPIN le ſuivant avec un Tabelier & un Marteau.	CRISPIN le suivant avec un Tabelier et un Marteau.
CRISTIN.	CRYSTIN.
Ah, ah, ſi vous ſçavies pourquoy cela ſe faite.	Ah, ah, si vous saviez pourquoi cela se faite.
GERONTE.	GÉRONTE.
Que font tous ces Pendarts dans ce grãd Cabinet Dont l'un le Verre en main marmote un Air bizare L’autre en mâchãt de haut, accorde une Guitarre L’un la Bouteille aupoing, ainſi qu’au Cabaret, Sur les pas d’une Entrée exerce ſon jaret, (carte.	Que font tous ces Pendards dans ce grand Cabinet Dont l'un le Verre en main marmotte un Air bizare L'autre en mâchant de haut, accorde une Guitre L'un la Bouteille aupoin, ainsi qu'au Cabaret, Sur les pas d'une Entrée exerce son jaret, (carte.
L’autre en ſifflant, barboüille au coin dont on s’éDes barbes & des yeux à des Spectres de carte;	L'autre en sifflant, barbouille au coin dont on s'éDes barbes et des yeux à des Spectres de carte;
L’un en dépit du bruit, aſſis ſur un couſſin, Fait ſous ces doigts crochus gemir un Claveſin;	L'un en dépit du bruit, assis sur un coussin, Fait sous ces doigts crochus gémir un Clavesin;
Et l’autre qui des yeux & de la voix l’exite, Et batant la meſure, écume une Marmite.	Et l'autre qui des yeux et de la voix l'exite, Et bâtant la mesure, écume une Marmite.
Que veut dire cecy:	Que veut dire ceci:
Parle, Maraut, dy-moi, que fõt-ils là dédans Depuis qu’ant?	Parle, Maraut, dis-moi, que fût-ils là dédans Depuis qu'ant?
& pourquoy A-t-on abandonné ce Logis au pillage?	et pourquoi A-t-on abandonné ce Logis au pillage?
Toy méme, que fais-tu dans un tel équipage?	Toi -même, que fais-tu dans un tel équipage?
Pourquoy ce Tabelier, ce Marteaux, ce Bonnet CRISPIN Oh, oh, ſi vous ſçaviés pourquoy cela ce fait.	Pourquoi ce Tabelier, ce Marteaux, ce Bonnet CRISPIN Oh, oh, si vous savez pourquoi cela ce fait.
GERONTE	GÉRONTE
GERONTE Tu peux l'en aplaudir.	GÉRONTE -THu peux l'en applaudir.
Je te romperay le cou.	Je te romperai le cou.
CRISPIN.	CRISPIN.
CRISPIN.	CRISPIN.
con, je prétens vous voir y rire comme un Foue là le Diable & les Dieux devenus camarades, S lont du Ciel aux Enfers de fréqueutes Caſcades;	con, je prétends vous voir y rire comme un Foue là le Diable et les Dieux devenus camarades, S ont du Ciel aux Enfers de fréqueutes Cascades;
le Theatre s’y voit changé de vingt façons;	le Théâtre s'y voit changé de vingt façons;
les Champs Eliſiens, les Spectres, les Démons, Palnure, Minos, le brave Fils d’Anchiſe Qui Pleure comme un Veau courant apres Eliſe, l’Antre de la Sibille, & Cerbere enchaîné:	les Champs Élisiens, les Spectres, les Démons, Palnure, Minos, le brave Fils d'Anchise Qui Pleure comme un Veau courant après Élise, l'Antre de la Sibille, et Cerbère enchaîné:
Cela vous vaudra mieux qu'un quintal de Sené?	Cela vous vaudra mieux qu'un quintal de Séné?
Car enfin on n’y voit rien de mélancolique, On y rit en cadence, on y pleure en muſique;	Car enfin on n'y voit rien de mélancolique, On y rit en cadence, on y pleure en musique;
Et vous pourez enfin y voir à tous momens Abiſmer quelque Diable au ſon des Inſtrumens Pour ceux dont vous parlez,ce ſont les Sĩphoniſtes ves reintres, les Dancems, & les soulmachiniſtes	Et vous pourrez enfin y voir à tous moments Abismer quelque Diable au son des Instruments Pour ceux dont vous parlez,ce sont les Sĩphonistes vez intres, les Dancem, et les soulmachinistes
Le dit-on?	Le dit-on?
CRISPIN C'eſt mon Maiſtre, il a tout inventé;	CRISPIN C'est mon Maître, il a tout inventé;
C'eſt de tout ce qu'on fait le ſouverain Arbitre?	C'est de tout ce qu'on fait le souverain Arbitre?
Malepeſte il eſt Grec, Monſieur, ſur ce Chapitre Pour ſçavoir ce grand Art qui ne luy ſert de rien, Mon Maiſtre a dépenſé lé plus beau de ſon bien:	Malepeste il est Grec, Monsieur, sur ce Chapitre Pour savoir ce grand Art qui ne te sert de rien, Mon Maître a dépensé lé plus beau de son bien:
Mais il a des c lartez qu'aucun ne luy diſpute;	Mais il a des ç lartés qu'aucun ne lui dispute;
L’Eſprit n’invente rien, que le ſien n'execute;	L'Esprit n'invente rien, que le sien n'exécute;
Et ſes doigts qui n'ont pris que de loctes leçons, Font juſqu'à des Sifflets de trente-deux façons.	Et ses doigts qui n'ont pris que de loctes leçons, Font jusqu'à des Sifflets de trente-deux façons.
Ie Logis eſt tout plein de ce qu’il imagine;	Je Logis est tout plein de ce qu'il imagine;
Juſqu'à boire & manger, tout s’y fait en machine?	Jusqu'à boire et manger, tout s'y fait en machine?
La Porte du Logis.	La Porte du Logis.
vous la voyez, GERONTE, Fort bien	vous la voyez, GÉRONTE, Fort bien
CRISPIN.	CRISPIN.
Elle s'ouvre en machine, & ſi cela.	Elle s'ouvre en machine, et si cela.
n'eſt rien.	n'est rien.
Mon Maiſtre va morb!	Mon Maître va morb!
eu, pour peu que l'õ l'en pric Changer en un clin-d’œil la maiſou en Prairie, Et d’un coup de Sifflet, i’il l'avoit entrepris	eu, pour peu que l'avait l'en pric Changer en un clin-d'œil la maisou en Prairie, Et d'un coup de Sifflet, j'il l'avait entrepris
Hauſſer de trente pieds les gros murs du Logis.	Hausser de trente pieds les gros murs du Logis.
SERONTE *C QG Eh d’où luy peut venir une telle chimere?	SERONTE *C QG Eh d'où tu peut venir une telle chimère?
10 Luy chérir un tel Art?	10 Lui chérir un tel Art?
Luy, Criſpin, Fils d’un Pere die Amoureux du trafic qu’il avoit toûjours fait, Sans avoir jamais veu Machine, ny Balet, Qui ſans ceſſe au travail n’alla voir de ſa vie Specacre, Dailce, veuxy Pancos, ay Combule;	Lui, Crispin, Fils d'un Père die Amoureux du trafic qu'il avait toujours fait, Sans avoir jamais vu Machine, ni Ballet, Qui sans cesse au travail n'alla voir de sa vie Specacre, Dailce, veuxi Pancos, ai Combule;
Pretend-il que toûjours de tels enteſtemens.	Prétend-il que toujours de tels entêtements.
IAHUUCRISPIN,MAMIEN 1113V Oh non, je ne croy pas qu’il en ait pour long-temps	JAHUCRISPIN,MAMIEN 113U Oh non, je ne crois pas qu'il en ait pour longtemps
GERONTE.	GÉRONTE.
Le prodigue!	Le prodigue!
Eſt-ce ainſi que mon Neveu profite Des ſoins que prit mon Frere à regler ſa conduite Eſt-ce donc là le fruit de ceux qu’il prit toûjours Pour enrichir un Fils au péril de ſes jours?	Est-ce ainsi que mon Neveu profite Des soins que prit mon Frère à régler sa conduite Est-ce donc là le fruit de ceux qu'il prit toujours Pour enrichir un Fils au péril de ses jours?
Le voyage qu’il fait, de ſa ſanté prodigue, Dont la ſoif de l’argent luy cacha la fatigue;	Le voyage qu'il fait, de sa santé prodigue, Dont la soif de l'argent était cacha la fatigue;
Cet amour d’un trafic pratiqué ſi ſouvent, Qui l’a depuis trois ans fait voguer au Levant, Dans un âge où la mort peut tromper ſon attente, N'a-t-il rien qui le touche ou rien qui l’épouvente Mais quand panſon retour il ſera detrompé, Que dira-t-il de voir tout ſon bien diſſipé Par un Fils de qui l’ame au plaiſir a charnée Abſorbe en quatre jours la rente d’une année?	Cet amour d'un trafic pratiqué si souvent, Qui l'a depuis trois ans fait voguer au Levant, Dans un âge où la mort peut tromper son attente, N'a-t-il rien qui le touche ou rien qui l'épouvante Mais quand panson retour il sera détrompé, Que dira-t-il de voir tout son bien dissipé Par un Fils de qui l'âme au plaisir a charnée Absorbe en quatre jours la rente d'une année?
De quel œil verra-t-il ce Prodigue enteſté D'uu Artou la uebauene ce ramour l'ont porté, Poſſedant pour tout fruit du bien qu’il luy deſtine, Des Lettres du Grãd Sceau de Docteur en Machine CRISTIN.	De quel œil verra-t-il ce Prodigue entêté D'u Artou la uebauene ce ramour l'ont porté, Possédant pour tout fruit du bien qu'il lui destine, Des Lettres du Grand Sceau de Docteur en Machine CRYSTIN.
C21 vrion Pere revient il nous trompera fort,	C21 vrion Père revient il nous trompera fort,
Pourquoy?	Pourquoi?
GERONTE ChrorIv Pour parler franc, Monſieur, on Ie croit mor On n’a depuis trois ans point eu de ſes nouvelles Et ſans doute.	GÉRONTE ChrorIv Pour parler franc, Monsieur, on Ie croit mór On n'a depuis trois ans point eu de ses nouvelles Et sans doute.
GERONIE.	GERONIE.
Ah!	Ah!
ce mot rend mes douleurs mortelles;	ce mot rend mes douleurs mortelles;
pour le malheur du Fils, le Pere aura péry, Mais ie le verray gueux, ſans en eſtre attendry.	pour le malheur du Fils, le Père aura péri, Mais ie le verrai gueux, sans en était attendri.
Puis qu’il fait de ſon bien un ſi mauvais uſage, Dis-luy que ie renonce à Ié voir davantage;	Puis qu'il fait de son bien un si mauvais usage, Dis-lui que personne renonce à Jé voir davantage;
Que jamais de mon bien il n’attende un denier;	Que jamais de mon bien il n'attende un denier;
Que ie fais ſon Couſin mon unique heritier?	Que un fais son Cousin mon unique héritier?
Et que pour ne pas voir des malheurs que ie pleure A ma Maiſon des Champs ie retourne ſur l'heure.	Et que pour ne pas voir des malheurs que ici pleure À ma Maison des Champs était retourne sur l'heure.
SCENE II.	SCÈNE II.
CRISPIN ſoul,	CRISPIN soul,
E n'a pas tout le tort.	E n'a pas tout le tort.
Depuis un an au plus, Mon Maiſtre a dépenſé plus de vingt mille écus;	Depuis un an au plus, Mon Maître a dépensé plus de vingt mille écus;
Il a mis ſans façon, pout faire ſes largeſſes, 2 Et beaux Meubles en gage, & Coffres-forts en pie- Le tout pour régaler la galante Laïs.	Il a mis sans façon, pout faire ses largesses, 2 Et beaux Meubles en gage, et Coffres-forts en pie- Le tout pour régaler la galante Lais.
Juſtine, Polemon;	Justine, Polémon;
Lueinde, Alcidamis, (ces;	Lueinde, Alcidamis, (ces;
A Le Baron Dargentbref, Polexandre Lucrece, Et d’autres Débauchez preſque de meſme eſpece.	À Le Baron Dargentbref, Polexandre Lucre, Et d'autres Débauchés presque de même espèce.
Mais dépeſchons d’aller où mon Maiſtre m'a dit Il vient, & le Baron Dargentbref qui le ſuit.	Mais dépêchons d'aller où mon Maître m'a dit Il vient, et le Baron Dargentbref qui le suit.
{	
«a ſimaxalnar s.	«a simaxalnar s.
20110 11 SCENSE TI DAMON, DARGENTBREE· DAMON .	20110 11 SCENSE TY DAMON, DARGENTBRE DAMON .
LE mocques-tu de moy?	LE moques-tu de moi?
DARGENTBREF.	DARGENTBREF.
Veux-tu que ie te die?	Veux-tu que Seigneur te die?
J'admire ton adreſſe, & ie plains ta folie.	J'admire ton adresse, et Seigneur plains ta folie.
Quoy, toûiours à la bouche Obtique, Ailes, Chaſſis Cintre, Vols, Contrepoids, Couliſſes, Chars, Habits;	Quoi, toujours à la bouche Obtique, Ailes, Chassis Cintre, Vols, Contrepoids, Coulisses, Chars, Habits;
Rens à te divertir tes pernes plus utiles, Et choiſis à tes ſens des plaiſirs plus tranquilles DAMOM, Oüaye,	Rends à te divertir tes pernes plus utiles, Et choisis à tes sens des plaisirs plus tranquilles DAMOM, Oüaye,
D'ARGENTEREE.	D'ARGENTERÉE.
Outre I'embarras qui pour toy me fait peur Ce fracas entre nous ſent trop ſon grand Seigneur, Cela fied bien à ceux dont la magnificence Meſure leurs plaiſirs par la grande dépenſe, Qui nez dedans un rang à tout ſacrifierA des plaiſirs que l'Art peut diverſifier, Peuvent avec éclat toûiours ſe ſatisfaire,  211 Et donner à leurs fens tout ce qui peut leut plaire.	Outre J'embarras qui pour toi me fait peur Ce frac entre nous sent trop son grand Seigneur, Cela sied bien à ceux dont la magnificence Mesure leurs plaisirs par la grande dépense, Qui nez dedans un rang à tout sacrifier des plaisirs que l'Art peut diversifier, Peuvent avec éclat toujours se satisfaire, 211 Et donner à leurs sens tout ce qui peut lut plaire.
Mais un Hõme, entre nous, bercé ſur un Contoir Ne doit pas ſe regler ſur tout ce qu’il peur voir:	Mais un Homme, entre nous, bercé sur un Contoir Ne doit pas se régler sur tout ce qu'il peur voir:
T'y vouloir obſtiner, c’eſt croyant qu’on t’admire, Juſqu’au bout de la plume affronter la Satire.	T'y vouloir obstiner, c'est croyant qu'on t'admire, Jusqu'au bout de la plume affronter la Satire.
Croy-moi, pour voir tes ſoîs ſuivis de tãt de frais na roleve a cospe tes ales de troppres, Et les Giands dont l'exemple a broüillé ta cervelle Pour le Fils d’un Marchand ne ſont pas un modelle	Crois-moi, pour voir tes soîts suivis de tant de frais na roleve a côpe tes ales de troppres, Et les Giands dont l'exemple a brillé ta cervelle Pour le Fils d'un Marchand ne sont pas un modèle
DAMON.	DAMON.
Oh, ohi vous raiſõnés pa bleu comme un Docteur, Nôtre Amy;	Oh, ohi vous raisonnez pour bleu comme un Docteur, Notre Ami;
Je ſçavois que vôtre ſombre humeur, Le Cornet à la main ſans briguer d’autres Plunes, Sur la Chance entrois iours autoit faît ſix Volumes Que chaque Paroly fait au premier venu, D'un fier Sept & le Va ſe trouvoit ſoutenu?	Je savais que votre sombre humeur, Le Cornet à la main sans briguer d'autres Plunes, Sur la Chance entrais jours autait faît six Volumes Que chaque Paroli fait au premier venu, D'un fier Sept et le Va se trouvoit soutenu;
Qu'armé de ces deux mots qui font vôtre reſource, Vous portiés la terreur iuſqu’au fond d’une Bource;	Qu'armé de ces deux mots qui font votre ressource, Vous portiez la terreur jusqu'au fond d'une Bource;
Et que muny d'un Dez ſouvent eſcamoté:	Et que muni d'un Dez souvent escamoté:
Vos doigts couloient à fond latgent le mieux Iété, Je ſçavoîs bien encor que lors que quelque perte Rendoit le talen nul;	Vos doigts coulaient à fond latgent le mieux Iété, Je sçavoîs bien encor que lors que quelque perte Rendait le talen nul;
& la Bource deſerte, Vôtre eſprit inventif ſçavoit ſans s'etonner.	et la Bource déserte, Votre esprit inventif Havait sans s'étonner.
Hypotequant l'argent d’une Dupe à berner, Et le talen ſubtil qu'ont vos doigts en partage, Mettre chez vos Amis votie eſperance en gage, Divulguer fans façon ce qui ſe doit cacher.	Hypotequant l'argent d'une Dupe à berner, Et le talen subtil qu'ont vos doigts en partage, Mettre chez vos Amis votie espérance en gage, Divulguer fans façon ce qui se doit cacher.
Mais ie ne ſçavois pas que vous ſçeuſſiés prêcher.	Mais ici ne savais pas que vous savez prêcher.
Mais.	Mais.
DARGENTBREE DAMON Voſtre bel eſprit brillant par intervale;	DARGENTBRE DAMON Votre bel esprit brillant par intervalale;
Pres de moy vainement fait dépenſe en MoraleSi je perdois au jeu mon argent & mes ſoins, Vous m’en aimeriez mieux, je m’en aimerois moins Et n’eſtant ſcrupuleux que de bonne maniere, Vous pouriez ſans façon.	Pres de moi vainement fait dépense en MoraleSi je perdais au jeu mon argent et mes soins, Vous m'en aimeriez mieux, je m'en aimerais moins Et n'étant scrupuleux que de bonne manière, Vous pourriez sans façon.
