A PARIS, Elſez PIERRE BIENFATT, Libraire Iuré, dans la Cour du Palais, à l’Image S.	À PARIS, Élsez PIERRE BIENFAT, Libraire Juré, dans la Cour du Palais, à l'Image S.
Pierre, proche l’Hoſtel de M.	Pierre, proche l'Hôtel de M.
le Premier Preſident.	le Premier President.
M.	M.
DC.	DC.
LXXI.	LXXI.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
15	15
ARISTE, Gentilhomme, Mary d’Angelique, & amoureux de Iulie.	ARISTE, Gentilhomme, Mari d'Angélique, et amoureux de Julie.
ANGELIQVE.	ANGELIQUE.
GVSMAN, Valet d’Ariſte.	GUSMAN, Valet d'Ariste.
DAMON, Bourgeois, Mary de Iulie, & amoureux d’Angelique.	DAMON, Bourgeois, Mari de Julie, et amoureux d'Angélique.
FABRICE, Valet de Damon.	FABRICE, Valet de Damon.
BERNARD, Cabaretier.	BERNARD, Cabaretier.
Le Scene eſt à Paris.	Le Scène est à Paris.
LES TROMPEVRS TROMPEZ, LES FEMMES VERTVEVSES.	LES TROMPEURS TROMPEZ, LES FEMMES VERTUEUSES.
COCLEDIE.	COCLÉDIE.
BERNARD à Guſman.	BERNARD à Gusman.
On, non, ceit temps perdu, de l’argent.	On, non, ceit temps perdu, de l'argent.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
BERNARD, GUSMAN, FABRICE	BERNARD, GUSMAN, FABRICE
GVSMAN.	GUSMAN.
Hé!	Hé!
tout doux, Monſieur Bernard.	tout doux, Monsieur Bernard.
BERNARD à Fabriee.	BERNARD à Fabrie.
Allons, de l’argent.	Allons, de l'argent.
A ij	À ij
Vous en aurez.	Vous en aurez.
FABRICE.	FABRICE.
Sans couroux,	Sans courroux,
BERNARD.	BERNARD.
Et quand?	Et quand?
GVSMAN.	GUSMAN.
Demain.	Demain.
I’en veux BERNARD.	J'en veux BERNARD.
Non, tout a l’heure,	Non, tout a l'heure,
FABRICE.	FABRICE.
Vous en aurez, ſans mentir, ou ie meure, Le terme n’eſt pas long.	Vous en aurez, sans mentir, ou ainsi meure, Le terme n'est pas long.
BERNARD.	BERNARD.
Chanſons que tout cela.	Chansons que tout cela.
Ie ſuis trop rebattu de ces promeſſes la, Il faut, quand on le peut, prendre ſes avantages, Et ie veux de l’argent, tout à l’heure, ou des gages.	Je suis trop rebattu de ces promesses la, Il faut, quand on le peut, prendre ses avantages, Et été veux de l'argent, tout à l'heure, ou des gages.
GVSMAN.	GUSMAN.
Mais vit-on de cét air avec d’honneſtes gens?	Mais vit-on de cet air avec d'honnêtes gens?
BERNARD.	BERNARD.
Mais, ne vous ay-je pas aiez donné de temps?	Mais, ne vous ai-je pas ayez donné de temps?
Devoir depuis ſix mois pour du vin deux piſtoles!	Devoir depuis six mois pour du vin deux pistoles!
Et me leurrer touſiours de cent contes frivoles?	Et me leurrer toujours de cent contes frivoles?
C’eſt ſe mocquer.	C'est se moquer.
GVSMAN.	GUSMAN.
Mialo quoy ?	Mialo quoi ?
BERNARD.	BERNARD.
Point de raiſonnement, Tant raiſonner n’eſt pas pour moy contentement, Et puiſque ie vous tiens, il faut vuider d’affaire.	Point de raisonnement, Tant raisonner n'est pas pour moi contentement, Et puisque je vous tiens, il faut vider d'affaire.
GVSMAN.	GUSMAN.
L'obſtiné demandeur!	L'obstiné demandeur!
FABRICE faiſant figne à Guſman de s'enfuir.	FABRICE faisant figne à Gusman de s'enfuir.
St.	St.
Fuir.	Fuir.
BERNARD.	BERNARD.
Que penſez-vous faire?	Que pensez-vous faire?
FABRICE.	FABRICE.
Nous, fuir!	Nous, fuir!
vous révez.	vous révez.
dala nvanle ſe Mais ces ſignes.	dala neuvanle se Mais ces signes.
GVSMAN.	GUSMAN.
Bon, bon, Nous fuir, Mr Bernard, nous n’avons garde, non.	Bon, bon, Nous fuir, Mr Bernard, nous n'avons garde, non.
BERNARD.	BERNARD.
Apres tous vos détours, i’ay quelque lieu de craindre.	Après tous vos détours, j'ai quelque lieu de craindre.
GVSMAN.	GUSMAN.
Vous avez, il eſt vray, grand ſujet de vous plaindre;	Vous avez, il est vrai, grand sujet de vous plaindre;
Mais enfin, croyez-nous valets de probité, Vous n’aurez point regret de nous avoir preſté, Et nous aurons le ſoin de vous bien ſatisfaire.	Mais enfin, croyez-nous valets de probité, Vous n'aurez point regret de nous avoir prêté, Et nous aurons le soin de vous bien satisfaire.
oüy.	oui.
FABRICE.	FABRICE.
OVSMAN.	OUSMAN.
Quoy, nous tromperions un homme franc!	Quoi, nous tromperions un homme franc!
FABRTCE.	FABRTCE.
Sincere.	Sincère.
GVSMAN.	GUSMAN.
Qui nous donnoit toûjours le meilleur de ſon vin.	Qui nous donnait toujours le meilleur de son vin.
TADRIEU.	TADRIEU.
Qui nous faiſoit credit	Qui nous faisait crédit
GVSMAN.	GUSMAN.
Monſieur Bernard, enfin, Ah!	Monsieur Bernard, enfin, Ah!
deuſſions-nous pluſtoſt.	démons-nous plustost.
BERNARD.	BERNARD.
dans le temps que Guſman le flatte, Fatrice tache à fuir.	dans le temps que Gusman le flatte, Fatrice tache à fuir.
Tréve à tant de careſſes,	Trêve à tant de caresses,
A iij	À jijà
Il me faut des effets, & non pas des promeſſes.	Il me faut des effets, et non pas des promesses.
ſe retournant du coſté de Fabrice, & l’arreſtant, Eh!	se retournant du côté de Fabrice, et l'arrêtant, Eh!
vous pretendez donc vous échaper de moy?	vous prétendez donc vous échapper de moi?
FABRICE.	FABRICE.
Moy?	Moi?
ie ne bouge pas.	Ne ne bouge pas.
BERNARD, arreſtant Guſman, qui tache à fuir.	BERNARD, arrêtant Gusman, qui tache à fuir.
Eſt-ce pour rire?	Est-ce pour rire?
GVSMAN.	GUSMAN.
Quoy?	Quoi?
BERNARD.	BERNARD.
Où voulez-vous aller?	Où voulez-vous aller?
GVSMAN.	GUSMAN.
I’ay veu la certain homme, Qui pourra me preſter ſur le champ voſtre ſomme Et.	J'ai vu la certain homme, Qui pourra me prêter sur le champ votre somme Et.
BERNARD retenant Fabrice qui alloit fuir.	BERNARD retenant Fabrice qui allait fuir.
C eit done tout de bon?	Ç Cit done tout de bon?
Certain mal.	Certain mal.
FABRICE.	FABRICE.
Ie ſuis un peu preſſé,	Je suis un peu pressé,
BERNARD à Guſman.	BERNARD à Gusman.
Reſtez-là.	Restez-là.
GVSMAN.	GUSMAN.
Si tu nous fais icy la moindre violence, Gale les eoups.	Si tu nous fais ici la moindre violence, Gale les éoups.
BERNARD.	BERNARD.
N’importe, & pour nantiſſement I’auray vos habits.	N'importe, et pour nantissement J'aurai vos habits.
GVSMAN.	GUSMAN.
Oüy?	Oui?
voila ton payementDans le temps què Bernard ſe iette ſur Fabrice, Guſman luy donne de ſa ſangle, & quand il va à Guſman, Fabrice le frape avec ſon petit couteau.	voilà ton paiementDans le temps què Bernard se jette sur Fabrice, Gusman lui donne de sa sangle, et quand il va à Gusman, Fabrice le frappe avec son petit couteau.
BERNARD.	BERNARD.
A la force, au ſecours.	À la force, au secours.
GVSMAN.	GUSMAN.
Retirons-nous Fabrice.	Retirons-nous Fabrice.
BERNARD Ah!	BERNARD Ah!
vos maiſtres, marauts, m’en feront la juſtice.	vos maîtres, marauts, m'en feront la justice.
Et s’ils ne veulent point ſatisfaire pour vous, Pour mon argent, du moins, ie vous roüray de coups.	Et s'ils ne veulent point satisfaire pour vous, Pour mon argent, du moins, je vous rourai de coups.
SCENE II.	SCÈNE II.
GUSMHI;	GUSMHI;
FABRICE.	FABRICE.
ſortant de l'endroit où iis eſtoient.	sortant de l'endroit où jis étaient.
FABRICE.	FABRICE.
St-il party, Guſman?	St-il parti, Gusman?
GVSMAN.	GUSMAN.
Oüy.	Oui.
FABRICE.	FABRICE.
Que nunuy de ioje;	Que nunui de joje;
A iiij	À jijà
GVSMAN.	GUSMAN.
Le voila ſatisfait en plaiſante monnoye.	Le voilà satisfait en plaisante monnoie.
Mais s’il va declarer à nos maiſtres.	Mais s'il va déclarer à nos maîtres.
FABRICE.	FABRICE.
Quitte pour tout nier.	Quitte pour tout nier.
Hé bien,	Hé bien,
GVSMAN.	GUSMAN.
D’accord.	D'accord.
C’eſt le moyen De nous debarraſſer tous deux de ſa pourſuitte, Il n’en ſera pas crû;	C'est le moyen De nous débarrasser tous deux de sa poursuite, Il n'en sera pas cru;
mais Adieu, ie te quitte.	mais Adieu, Seigneur te quitte.
FABRICE.	FABRICE.
Où vas-tu donc?	Où vas-tu donc?
GVSMAN.	GUSMAN.
Chez nous.	Chez nous.
Et toy?	Et toi?
Adieu donc.	Adieu donc.
FABRICE.	FABRICE.
Chez nous auſſi.	Chez nous aussi.
GVSMAN.	GUSMAN.
serviteur Mon Maiſtre.	serviteur Mon Maître.
le voicy.	le voici.
SCENE III.	SCÈNE III.
ARISTE, GUSMAN.	ARISTE, GUSMAN.
ARISTE.	ARISTE.
H, Guſman!	H, Gusman!
GVSMAN.	GUSMAN.
Quoy Monſieur?	Quoi Monsieur?
ARISTE.	ARISTE.
Que ie ſuis miſerable.	Que ie suis misérable.
D’ou vient?	D'ou vient?
GVSMAN.	GUSMAN.
ARISTE.	ARISTE.
Non, mon malheur n’euſt iamais de sẽblable.	Non, mon malheur n'eût jamais de sonblable.
GVSMAN.	GUSMAN.
1iineiiheur, queic ce encont de peut-on le ſçavoir?	1jineiheur, queic ce encont de peut-on le savoir?
TRDSIE.	TRDSIE.
Encor un coup, Guſman, ie ſuis au deſeſpoir.	Encor un coup, Gusman, je suis au désespoir.
GVSMAN.	GUSMAN.
Qui pourroit vous cauſer cette douleur extréme?	Qui pourrait vous causer cette douleur extrême?
Seriez vous mal en Cour?	Seriez -vous mal en Cour?
ARISTE.	ARISTE.
Noli, & ilion Prinee m’aime.	Noli, et ilion Prine m'aime.
Ie me vois tous les iours comblé de ſes bienfaits, Et les rares bontez ſurpaſſent mes ſouhaits.	Je me vois tous les jours comblé de ses bienfaits, Et les rares bontés surpassent mes souhaits.
GVSMAN.	GUSMAN.
Quelque procés perdu ne ſeroit-il point cauſe.	Quelque procès perdu ne serait-il point cause.
ARISTE.	ARISTE.
Non, non, ie n’en ay point, Guſman, c’eſt autre choſe.	Non, non, Madame n'en ai point, Gusman, c'est autre chose.
Mon mal eſt bien plus grand.	Mon mal est bien plus grand.
GVSMAN.	GUSMAN.
Brave comme un Ceſar, N’auriez-vous point tuè quelqu'un?	Brave comme un César, N'auriez-vous point tué quelqu'un?
ARISTE.	ARISTE.
Non.	Non.
GVSMAN.	GUSMAN.
Par hazard, Ne ſeroit-il point mort, ou parent, ou parente, Qui par ſon teſtament euſt fruſtré voſtre attente?	Par hasard, Ne serait-il point mort, ou parent, ou parente, Qui par son testament eût frustré notre attente?
Non.	Non.
ARISTE.	ARISTE.
GVSMAN.	GUSMAN.
Sans doute, le jeu cauſe voſtre chagrins N’auriez-vous point perdu?	Sans doute, le jeu cause vôtre chagrins N'auriez-vous point perdu?
ARISTE.	ARISTE.
Non.	Non.
GVSMAN.	GUSMAN.
Que diable eſt-ce enfin Bien en Cour, ſans prõcés, ſant perte, ſans querelle.	Que diable est-ce enfin Bien en Cour, sans prõcés, sant perte, sans querelle.
Poſſeſſeur d’une femme auſſi riche, que belle, Brave, noble, bieufait, chery de tous coſtez, Riche, que vous faut.	Possesseur d'une femme aussi riche, que belle, Brave, noble, bieufait, chéri de tous côtés, Riche, que vous faut.
il avec ces qualitez?	il avec ces qualités?
Pour moy ie ne vois point quel eſt voſtre martyre, Il inoins que rri mais ennt le n’oſe vous le dire, Ie craindrois d’attirer ſur moy voſtre couroux, Et ſe ne Içais que trop ce que peſent vos coups.	Pour moi ici ne vois point quel est votre martyre, Il inoins que ri mais ennt le n'ose vous le dire, Je craindrais d'attirer sur moi votre courroux, Et se ne Içais que trop ce que pèsent vos coups.
ARISTE Non, parle librement.	ARISTE Non, parle librement.
Qu’eſt-ce?	Qu'est-ce?
GVSMAN.	GUSMAN.
La jalouſie Aa aghant ent poill lar vonte rantaine ?	La jalousie Aa aghant ent oill lar vonte rantaine ?
Ou ne ſeriez-vous põtnt, ſans vous choquer, Cocu?	Ou ne seriez-vous põtnt, sans vous choquer, Cocu?
ARISTE,  Non, ie connois ma femme, & ie ſçais ſa vertu.	ARISTE, Non, ie connais ma femme, et grands sais sa vertu.
GVSMAN.	GUSMAN.
Dites moy dõc, Monſieur, ce qui fait voſtre peine;	Dites -moi dõc, Monsieur, ce qui fait votre peine;
Puis qu’à la deviner mon induſtrie eſt vaine.	Puis qu'à la deviner mon industrie est vaine.
ni Pu lu.	ni Pu lu.
Puis qu’il faut découvrir d’où provient mon tourL’amour ſeul fait mon mal.	Puis qu'il faut découvrir d'où provient mon tourL'amour seul fait mon mal.
Iment,	Iment,
GVSMAN.	GUSMAN.
Quoy!	Quoi!
vous eſtes Amant?	vous êtes Amant?
ARISTE.	ARISTE.
Oüy, i'aime, cher Guſman, & i’adore Iulie.	Oui, j'aime, cher Gusman, et j'adore Julie.
Lulie :	Lulie :
GVSMAN.	GUSMAN.
ARISTE.	ARISTE.
Et cét amour me couſtera la vie.	Et cet amour me coûtera la vie.
GVSMAN.	GUSMAN.
Point d’amour à ce prix.	Point d'amour à ce prix.
Mais eſt-ce tout de bon, Monſieur, que vous aiſez la femme de Damon?	Mais est-ce tout de bon, Monsieur, que vous aisé la femme de Damon?
Noſtre voiſin?	Notre voisin?
ARDIE.	ARDIE.
Sans donte.	Sans donc.
GVSMAN.	GUSMAN.
Et par mon induſtrie annuue quelo maiy ront de la confrairie?	Et par mon industrie annuve quel maii ront de la confrairie?
Oüy.	Oui.
ARISTE.	ARISTE.
GVSMAN faiſant une reverence.	GUSMAN faisant une révérence.
Ce m’eſt trop d’honneur:	Ce m'est trop d'honneur:
mais vous n’y ſongez pas.	mais vous n'y songez pas.
Madame, ſans mentir, a bien autant d’appas, Et ie ne comprends point.	Madame, sans mentir, a bien autant d'appas, Et tu ne comprends point.
ARISTE.	ARISTE.
Oüy, ma femme eſt aimable, Soit beauté, ſoit eſprit, tout en eſt admirable:	Oui, ma femme est aimable, Soit beauté, soit esprit, tout en est admirable:
Mais qu’un bien, cher Guſman, d’abord qu’il eſt commun, Par la poſſeſſion nous devient importun!	Mais qu'un bien, cher Gusman, d'abord qu'il est commun, Par la possession nous devient importun!
sertai degourt, qui luit tounours ia iouiſſance, Fait qu’on tombe aiſément dedans l’indifference, Et ſi pour une femme on a quelque retour, Il vient de l’habitude, & non pas de l’amour.	sertai dégourt, qui luit tounours ia jouissance, Fait qu'on tombe aisément dedans l'indifférence, Et si pour une femme on a quelque retour, Il vient de l'habitude, et non pas de l'amour.
Voila de l’air qu’on vit dedans le mariage.	Voilà de l'air qu'on vit dedans le mariage.
GVSMAN.	GUSMAN.
Dites pluſtoſt, Monſieur, dans le libertinage.	Dites plutôt, Monsieur, dans le libertinage.
Tudieu, ie vous connois.	Tudieu, Seigneur vous connais.
Vous eſtes de ces gens, Que l’Hymen ne ſçauroit iamais rendre contens, De ces marys galans, dont l’humeur inconſtante Prefere a ce qu’ils out tout ce qui ſe preſente, Qui proteſtans fieffez ne perdroient pas un iour, Sans avoir ſur les bras quelque intrigue d’amour, Et dont à coquetter l’humeur eſt ſi fertile, Qu’ils ont femmes aux champs, auſſi bien qu’à la vinſe.	Vous êtes de ces gens, Que l'Hymen ne saurait jamais rendre contents, De ces maris galants, dont l'humeur inconstante Préfère à ce qu'ils ou tout ce qui se présente, Qui protestants fieffez ne perdraient pas un jour, Sans avoir sur les bras quelque intrigue d'amour, Et dont à coquetter l'humeur est si fertile, Qu'ils ont femmes aux champs, aussi bien qu'à la vinse.
N’eſt-il pas vray?	N'est-il pas vrai?
ARISTE.	ARISTE.
D’accord.	D'accord.
Mais c’eſt le gouſt du temps, Et c’eſt le ſeul plaiſir qu’ont les honneſtes gens.	Mais c'est le goût du temps, Et c'est le seul plaisir qu'ont les honnêtes gens.
Auſſi bien n’eſt-ce pas une contrainte extréme, Qu’il faille pour l’Hymen ceſſer d’eſtre à ſoi méme?	Aussi bien n'est-ce pas une contrainte extrême, Qu'il faille pour l'Hymen cesser d'être à soi -même?
Eſclave d’une femme, eſtouffer ſes deſirs!	Esclave d'une femme, étouffer ses désirs!
N’oſer gouſter iamais que les meſmes plaiſirs?	N'oser goûter jamais que les mêmes plaisirs?
Et pour l’attachement d’une ſeule perſonne, Se refuſer ſouyent ce que le ſort nous donne?	Et pour l'attachement d'une seule personne, Se refuser souient ce que le sort nous donne?
Ronnenjle cnangement a des onaimes eh ſoy, Et l’on doit ſans ſcrupule enfraindre cette loy, Suivre ſans ſe gehenner, ce qui nous vient en teſte, Et faire, s’il ſe peut, touſiours quelque conqueſte.	Ronnenjle cnangement a des onaimes eh soy, Et l'on doit sans scrupule enfraindre cette loi, Suivre sans se géhenner, ce qui nous vient en tête, Et faire, s'il se peut, toujours quelque conquête.
GVSMAN.	GUSMAN.
Mais, ſans vous offencer, ſeriez-vous fort content, Si quelqu’autre chez vous en alloit faire autant?	Mais, sans vous offenser, seriez-vous fort content, Si quelqu'autre chez vous en allait faire autant?
Car, à ne rien celer,, en matiere de cornes, Monſieur, le cocuage eſt un Pays ſans bornes, rel qui cront en donner, bien iouvent en Teçoit, Penſant montrer quelqu’un, on ſe fait voir au doigt, Et dans ce beau deſſein de põdre au nid d’un autre, Gare que quelque oyſeau ne giſte dans le voſtre.	Car, à ne rien celer, en matière de cornes, Monsieur, le cocuage est un Pays sans bornes, rel qui cront en donner, bien jouvent en Teçoit, Pensant montrer quelqu'un, on se fait voir au doigt, Et dans ce beau dessein de pendre au nid d'un autre, Gare que quelque oiseau ne gîte dans le vôtre.
ARISTE.	ARISTE.
Tréve aux reflexions, & ſonge à me ſervir GVSMAN,	Trêve aux réflexions, et songe à me servir GUSMAN,
GVSMAN.	GUSMAN.
vous n’avez qu’a parler, ie luis tout preſt d’agir.	vous n'avez qu'a parler, je luis tout prêt d'agir.
ARISTE.	ARISTE.
Va-t’en donc de ce pas entretenir Iulie, Et mets à la fléchir toute ton induſtrie, Peins luy bien mon amour.	Va-t-en donc de ce pas entretenir Julie, Et mets à la fléchir toute ton industrie, Peins ) bien mon amour.
e va nanils, Repoſez-vous ſur moy.	Je va nanils, Reposez-vous sur moi.
ARISIE.	ARISIE.
Si tu reüſſis bien, certe bague eſt pour toy.	Si tu réussis bien, certe bague est pour toi.
GVSMAN.	GUSMAN.
auie upropos, voyant chaque iour vottrefemme, Peut eſtre elle pourra luy dire voſtre flâme.	avie upropos, voyant chaque jour vottrefemme, Peut être elle pourra quelque dire votre flamme.
Iugez quel embarras ſi l’on ſçait cét amour.	Jugez quel embarras si l'on sait cet amour.
*	*
ARISIE.	ARISIE.
Ne crains rien, ie t’attens au coin de ce carfour.	Ne crains rien, Seigneur t'attends au coin de ce carrefour.
SCENE IV.	SCÈNE IV.
GUSMAN, IULIE ſortant de chez elle.	GUSMAN, JULIE sortant de chez elle.
GVSMAN.	GUSMAN.
Y cours.	Y cours.
Bon.	Bon.
Ie la vois.	Je la vois.
Abordons là.	Abordons là.
Mal daler.	Mal daler.
L’amour, & les attraits.	L'amour, et les attraits.
mon Maiſtre.	mon Maître.
enfin.	enfin.
ſa flamme.	sa flamme.
uoy, Guſman!	uoy, Gusman!
IVLIE.	IVLIE.
GVSMAN.	GUSMAN.
Ie ne ſçais ma foy, ce que ie dis.	Je ne sais ma foi, ce que Seigneur dis.
A voir tant de beautez mes ſens ſont interdits, Et mon eſprit confus.	À voir tant de beautés mes sens sont interdits, Et mon esprit confus.
IVLIE.	IVLIE.
Guſman veut toûjours rire.	Gusman veut toujours rire.
GVSMAN.	GUSMAN.
Que l’on ſouffre à vous voir un eſtrange martyre!	Que l'on souffre à vous voir un étrange martyre!
Que de ces yeux fripons le penetrant éclat, Reduit un pauvre cœur en un piteux eſtat!	Que de ces yeux fripons le pénétrant éclat, Réduit un pauvre cœur en un piteux état!
Que ce vif incarnat, dont ces jouës ſont peintes, Donne en diable & demy de ſenſibles atteintes!	Que ce vif incarnat, dont ces joues sont peintes, Donne en diable et demi de sensibles atteintes!
Que de ce petit nez l’aquiline beauté Fait pic, repic, capot, ſur noſtre liberté!	Que de ce petit nez l'aquiline beauté Fait pic, repic, capot, sur notre liberté!
Et que ce vif corail, que porte chaque lévre, A moins qu’eſtre glaçon, cauſe une rude fiévre!	Et que ce vif corail, que porte chaque lèvre, À moins qu'être glaçon, cause une rude fièvre!
Que ces Dens, ces Tetons, & le reite mortbleu.	Que ces Dends, ces Tétons, et le reite mort.
Ie ne m’eſtonne plus ſi mon maiſtre eſt en feu, Et ſi.	Je ne m'étonne plus si mon maître est en feu, Et si.
IVLIE.	IVLIE.
Nas-tu, Guſman, autre choſe à me dire?	Nas-tu, Gusman, autre chose à me dire?
dal tienaeta mopreume uumunde d de mastyre?	dal tienaéta mopreume uumunde d de mastyre?
Pour des contes en l’air falloit-il m’arreſter?	Pour des contes en l'air fallait-il m'arrêter?
On dis ce qui t'amene, ou ie vais te quitter.	On dis ce qui t'amène, ou belle vais te quitter.
GVSMAN.	GUSMAN.
Mon maiſtre vous adore, & ie viens vous l’apprendre.	Mon maître vous adore, et ainsi viens vous l'apprendre.
IVLIE.	IVLIE.
Ariſte, m’aimeroit!	Ariste, m'aimerait!
c’eſt dequoy me ſurprendre.	c'est dequoy me surprendre.
BVSMAN.	BUSMAN.
Il me l’a dit du moins, & me depute exprés.	Il me l'a dit du moins, et me députe exprès.
IVLIE.	IVLIE.
Il pourroit eſtimer de ſi foibles attraits!	Il pourrait estimer de si faibles attraits!
Et mon peu de Beauté.	Et mon peu de Beauté.
GVSMAN.	GUSMAN.
Eca vous plaſſt adire.	Éca vous plasst adiré.
IVLIE.	IVLIE.
Mais ſa femme.	Mais sa femme.
GYSMAR.	GYSMAR.
Pour vous ſeulement il ſoûpire,	Pour vous seulement il soupire,
IVLIE.	IVLIE.
Il doit eſtre content de ſes rares appas.	Il doit être content de ses rares appas.
SVSMAN.	ZUSMAN.
Vous en avez, dit-il, que ſa femme n’a pas.	Vous en avez, dit-il, que sa femme n'a pas.
Et de plus, entre nous, un amant jeune & riche;	Et de plus, entre nous, un amant jeune et riche;
N’eſt pas incompatible, avec un époux chiche, Vieux, jaloux, en un mot incapable d’amour:	N'est pas incompatible, avec un époux chiche, Vieux, jaloux, en un mot incapable d'amour:
2i.	2i.
, ce l’autre, ſe peut ménager à ſon tour, Le ſiecle ſans ſcrupule en ſouffre aſſez l’uſage, Et l’époux, & l’amant ſont propres au ménage.	, ce l'autre, se peut ménager à son tour, Le siècle sans scrupule en souffre assez l'usage, Et l'époux, et l'amant sont propres au ménage.
IVLIE bas.	IVLIE bas.
cet inſolent amour m'offence au dernier point.	cet insolent amour m'offense au dernier point.
Mais pour nous en venger, ne le rebuttons point, Et feignons d’approuver cette ardeur temeraire.	Mais pour nous en venger, ne le rebutons point, Et feignons d'approuver cette ardeur téméraire.
VSMAN.	VSMAN.
*1 Hé bien, oſera-t’il aſpirer à vous plaire?	*1 Hé bien, osera-t-il aspirer à vous plaire?
IVLIE.	IVLIE.
Oüy, mais pour ſçavoir mieux quel eſt ſon ſentiment, Viens reprendre un billet icy dans un moment.	Oui, mais pour savoir mieux quel est son sentiment, Viens reprendre un billet ici dans un moment.
GVSMAN.	GUSMAN.
C'eſt aſſez, ſerviteur.	C'est assez, serviteur.
IVLIE.	IVLIE.
Nous allons chez ſa femme, Et luy faiſons ſçavoir cette infidelle flâme.	Nous allons chez sa femme, Et Seigneur faisons savoir cette infidèle flamme.
B ij	B ij
SCENE V.	SCÈNE V.
NGELIQUE, IULIE.	NGELIQUE, JULIE.
ANGELIQVE.	ANGELIQUE.
Allois chez vous, Iulie.	Allais chez vous, Julie.
IVLIE.	IVLIE.
Et moy chez vous auſſi, Et j’ay bien du bonheur de vous trouver icy, Car i’ay certal ſetret d'importance à vous dire.	Et moi chez vous aussi, Et j'ai bien du bonheur de vous trouver ici, Car j'ai certal set d'importance à vous dire.
ANGELIQVE.	ANGELIQUE.
