FLORIDON.	FLORIDON.
MELIDOR.	MELIDOR.
A RROYES, Chez Nicolas Oudot, demeurant en la rue noſtre Dame, au Chappon d’Or Couronné.	À RROYES, Chez Nicolas Oudot, demeurant en la rue notre Dame, au Chapon d'Or Couronné.
LE TIERCLLIE INVENTIE PASTORALE.	LE TIERCLLIE INVENTIE PASTORALE.
ACIET.	ÀCIET.
Sacrificateur.	Sacrificateur.
Nfans apres auoir de vos pointus LEſgorgé cent moutons, cent boucs, & cent tauluoir deſſus l’autel toute flamme deſteinte, (reaux, Etauſang reſpandu toute voſtre main teinte;	Néans après avoir de vos pointus LEsgorgé cent moutons, cent boucs, et cent tauluoir dessus l'autel toute flamme déteinte, (reaux, Étausang répandu toute votre main teinte;
Apres l’auoir lauée au criſtal de ces eaux, Allez tous caroler ſouz les feüilles ormeaux:	Après l'avoir lavée au cristal de ces eaux, Allez tous caroler souz les feuilles ormeaux:
llais auant que partir, enfans ie vous commande, D'apprendre auec honneur chacun voſtre guirlande.	lais avant que partir, enfants je vous commande, D'apprendre quelque honneur chacun votre guirlande.
our cet autel de Pan rechauſſé de gaſon, Tout parſemé de Fleurs, & ceint d’vne toiſon, Puis allez folaſtrer auec vos guirlandes I'ous aurez au Dieu Pan offertes pour offrandes.	our cet autel de Pan rechaussé de gazon, Tout parsemé de Fleurs, et ceint d'une toison, Puis allez folâtrer avec vos guirlandes J'oût aurez au Dieu Pan offertes pour offrandes.
Le Mercier.	Le Mercier.
Comme vn marchãt Mercier trafiquant ſur les mers l’ay veu de mon grenier maints pays eſtrangers, l'ay paſſé Canada, Vaugirard, Hetrurie, 2 Mont-marthe, Papagoſſe, & toute la Suerie;	Comme un marchant Mercier trafiquant sur les mers l'ai vu de mon grenier maints pays étrangers, l'ai passé Canada, Vaugirard, Hetrurie, 2 Mont-marthe, Papagosse, et toute la Suerie;
I’ay veu les plus grands monts heriſſez de foreſts, Plus hautes que le fond de nos plus creux retraits;	J'ai vu les plus grands monts hérissez de forêts, Plus hautes que le fond de nos plus creux retraits;
On ſe traicte bien là franchement on y baille Pour vn œuf tout entier vne botte de paille, Eſt-ce pas bon marché?	On se traite bien là franchement on y baille Pour un œuf tout entier une botte de paille, Est-ce pas bon marché?
on n’y mange point d’os, Le mouton croiſt tout cuit, le vin croiſt dans les pots.	on n'y mange point d'os, Le mouton croît tout cuit, le vin croît dans les pots.
Les ruiſſeaux ſont de lait, les monts ſont de fromage:	Les ruisseaux sont de lait, les monts sont de fromage:
Si bien que tout ainſi qu’en vn cul de meſnage, Vous y auez touſiours à boire & à manger, De là ie ſuis venu en ce bois eſtranger:	Si bien que tout ainsi qu'en un cul de ménage, Vous y avez toujours à boire et à manger, De làfois suis venu en ce bois étranger:
Hé que voila de gens!	Hé que voilà de gens!
ça que ie les contemple, Se ſont tous les bergers qui celebrent au temple La feſte du Dieu Pan:	ça que personne les contemple, Se sont tous les bergers qui célèbrent au temple La fête du Dieu Pan:
ie ſuis fortunement Arriué en ce lieu pour vendre promptement Toute Mamercerle, aueequesma Ganeete.	Je suis fortunément Arrivé en ce lieu pour vendre promptement Toute Mamercle, aueequesma Ganejette.
Le Sacrificateur.	Le Sacrificateur.
Pourquoy tardez vous tãt?	Pourquoi tardez -vous tant?
qu’eſt-ce qui voꝰ arreſte?	qu'est-ce qui voù arrête?
Floridon.	Floridon.
C’eſt trop tardé ie, veux le premier du troupeau D’vn oſier attacher mon chapeau, Pan, reçoy d’vne main telle Que ie t’offre d’vn bon zele, Ce chapeaur fait de lamier Que ie gaignay le iour d’hyer A Ianot ce braue chantre Ioüant nous deux dans vn antre.	C'est trop tardé Dieu, veux le premier du troupeau D'un osier attacher mon chapeau, Pan, reçois d'une main telle Que tu t'offre d'un bon zèle, Ce chapeaur fait de lamier Du Seigneur gagnai le jour d'hier A Anoure ce brave chantre Iouant nous deux dans un antre.
Melidor.	Mélidor.
I’apprends ſur ton autel ô grand Dieu des Paſteurs, Ce chapeau nompareil pour ſes diuerſes fleurs.	J'apprends sur ton autel ô grand Dieu des Pasteurs, Ce chapeau nompareil pour ses diverses fleurs.
Florice.	Florice.
Et moy humble ie te preſente Ceſte couronne d’amaranthe, Caliante.	Et moi humble grande te présente Cette couronne d'amaranthe, Caliante.
Pan, ie te prie, de moy Ce petit chaſteau recoy, Que i’ay façonné de roſes Qui ſont ce matin eſcloſes.	Pan, Seigneur te prie, de moi Ce petit château recoi, Que j'ai façonné de roses Qui sont ce matin écloses.
Le Sacrificateur.	Le Sacrificateur.
Moy ie t’apprendray auſii Ce chapeau fait de ſoucy.	Moi ie t'apprendrai ausi Ce chapeau fait de souci.
Le mercier.	Le mercier.
Moy mon manteau à ma banette Mon ioly feutre à ma brayette, Puis que dedans les champs bocagers Faut faire comme les Bergers.	Moi mon manteau à ma banette Mon joli feutre à ma brayette, Puis que dedans les champs bocagers Faut faire comme les Bergers.
de deeijreurcars Mais c’eſt trop retardé, ſus enfans, qu’on carole Au melodieux chant d’vne douce parole.	de deeijreurcars Mais c'est trop retardé, sus enfants, qu'on carole Au mélodieux chant d'une douce parole.
Floridon.	Floridon.
C’eſt bien dit au doux ſon de vos mignardes voix, Belles allons dancer ſouz la fraiſcheur des bois.	C'est bien dit au doux son de vos mignardes voix, Belles allons dancer souz la fraîcheur des bois.
Le mercier.	Le mercier.
MII Ha, ie les voy venir, puis-que ie les aduiſe, le veux les abordant crier ma marchandiſe?	MII Ha, Seigneur les vois venir, puis-que sans les avise, le veux les abordant crier ma marchandise?
Voila des oignons, des mouchoirs, Des aſperges, des eſgrugeoirs, Des eſpingles, des eſguillettes, Des peignes de boüis, des tartelettes, Des beaux fuſeaux, des deuanteaux, 3 Des beaux ciſeaux, des beaux couteaux, Des vieils couurechefs, des chartieres, Des grands valets, des chambrierés, Des beaux eſthits, des lacets blancs, Des caillettes, des viuolents, 24	Voilà des oignons, des mouchoirs, Des asperges, des égrugeoirs, Des épingles, des aiguillettes, Des peignes de bannis, des tartelettes, Des beaux fuseaux, des beaux, 3 Beaux ciseaux couteaux, des beaux couteaux, Des vieils couvrechefs, des chartières, Des grands valets, des chambriez, Des beaux esthits, des lacets blancs, Des caillettes, des violents, 24
A iij De l’ancre, du papier, des plumes, Des ganiuets, des tranches plumes, Des torcheculs, des curedents, Des coupe-bourſes, des pendans, Des cordons, des belles ceintures Des malle-boſſes, des iniures, Des fieures quartaines à prendre tout, Des cliſteres d’amour au bout, Du fil, des fuſeaux, des quenouilles, Des rets, des connils, des andouilles, Des corbillons des manequins, Des vilbrequins, de vieux engins.	A Àj à l'ancre, du papier, des plumes, Des ganiuets, des tranches plumes, Des torcheculs, des curedents, Des coupe-bourses, des pendants, Des cordons, des belles ceintures Des malle-bosses, des injures, Des sieur quartaines à prendre tout, Des clystères d'amour au bout, Du fil, des fuseaux, des quenouilles, Des rets, des connils, des andouilles, Des corbillons des manquins, Des vilbrequins, Dé vieux engins.
Eloridon.	Éloridon.
Dieux comment il crie haut.	Dieux comment il crie haut.
Melidor.	Mélidor.
C’eſt celon la maniere.	C'est celon la manière.
Etoridon.	Étoridon.
Il vient fort à propos, afin qu’a ma Bergere, ſe puiſſe preſenter quelque choſe de beau.	Il vient fort à propos, afin qu'a ma Bergère, se puisse présenter quelque chose de beau.
1062 Florice.	1062 Florice.
Mon Berger, donne moy quelque mignard fuſeau.	Mon Berger, donne moi quelque mignard fuseau.
MIHM Floridon.	MIHM Floridon.
Mereſer qu'as eu de beau pour vire ſeune fille.	Mères qu'as eu de beau pour vire seune fille.
Mercier Mon maiſtre approchez vous, i’ay vne piece vtile Pour couurit le deuant de ces rares beautez.	Mercier Mon maître approchez -vous, j'ai un pièce vtile Pour couvrit le devant de ces rares beautés.
Florice.	Florice.
Sont quelques deuanteaux que tu as apportez.	Sont quelques devanteaux que tu as apportez.
Mercier.	Mercier.
Non, ce ſont des baſtons de canelles ſucrées, Où pendent d’vn coſté deux muguettes cendrées.	Non, ce sont des bâtons de canelles sucrées, Où pendent d'un côté deux muguettes cendrées.
Et bien eſt-ce la tout?	Et bien est-ce la tout?
rlorice.	rlorice.
Mercier.	Mercier.
Nenny, nenny, vrayment, Car ie concerue icy vn fort long diament, Deux turquoiſes y ſont & vn ruby ſauuage, Bien que i’aye tout pris en ce proche village, Si l’ay-ie toutes-fois eſté querir bien loing, Ha ſi vous l’auiez veu bien poly, bien en point, Deſlors vous voudriez en orner vos boutiques, Prenez le mon teton, ha tout beau tu me picques, & doua garon de farct:	Nenni, nenni, vraiment, Car ie concerue ici un fort long diament, Deux turques y sont et un ruby sauvage, Bien que j'aie tout pris en ce proche village, Si l'ai-je toutes-fois été quérir bien loin, Ha si vous l'aviez vu bien poli, bien en point, Dêlors vous voudriez en orner vos boutiques, Prenez le mon téton, ha tout beau tu me piques, et doua garon de farant:
miais ie leiltailc coucher Ainſi comme l’ortie il fait leuer la chair.	miais ie leiltailc coucher Ainsi comme l'ortie il fait lever la chair.
Florice.	Florice.
Bergers nous voyons bien que vous n’auez enuïe De nous faire preſent de quelque mercerie.	Bergers nous voyons bien que vous n'avez envie De nous faire présent de quelque mercerie.
Floridon, Il ne tient pas à nous, choiſiſſez ſeulement, Croyant qu’il vous ſera deliuré promptement.	Floridon, Il ne tient pas à nous, choisissez seulement, Croyant qu'il vous sera délivré promptement.
Cabiabre.	Cabiabre.
Mercier monſtre nous donc quelque choſe gentille Commode pour orner quelque Bergere fille.	Mercier montre nous donc quelque chose gentille Commode pour orner quelque Bergère fille.
Mercier.	Mercier.
Maniez, deſployez, voila voitre vray lait, Chacune maintenant deſploye ſon pacquet.	Maniez, déployez, voilà voitre vrai lait, Chacune maintenant déploie son pacquet.
Florice.	Florice.
Mais cela eſt-il propre à quelque femme ou fille?	Mais cela est-il propre à quelque femme ou fille?
Mercier.	Mercier.
La femme en nos pays le trouue fort vtille, Et en prend le matin pour d’eſteilidre le leu Quand elle l’à au cul, ſoufflez taſtez vn peu.	La femme en nos pays le trouve fort vtille, Et en prend le matin pour d'esteilidre le leu Quand elle l'à au cul, soufflez tâtez un peu.
Floridon, Las, d’oúvient que charmé des yeux de ma Clorice le ne puis en amour choiſir vne autre Erice?	Floridon, Las, d'oùvient que charmé des yeux de ma Clorice le ne puis en amour choisir une autre Erice?
Fleries.	Fleries.
Ma Caliante allons reuoir noſtre troupeau, Et quittons ce ſacreler, car ſil a rien de beau.	Ma Caliante allons revoir notre troupeau, Et quittons ce sacrèler, car sil a rien de beau.
Floridon.	Floridon.
Allez y Melidor, ie ne tarderay gueres A porter vn preſent à vous & aux Bergeres.	Allez y Mélidor, Seigneur ne tarderai guère A porter un présent à vous et aux Bergères.
Florice.	Florice.
Gardez bien d’y faillir.	Gardez bien d'y faillir.
Floridon.	Floridon.
Auant que d’y manquer, Vous verrez la brebis quelque loup attaquer:	Avant que d'y manquer, Vous verrez la brebis quelque loup attaquer:
L’amour tant de braſier en mon cœur eſtincelle, Qu’il faut qu’a ce Mercier ores ie me decelle.	L'amour tant de brasier en mon cœur étincelle, Qu'il faut qu'a ce Mercier ores après me décelle.
Mercier, ie croy qu’ayant veu millenations, Ton eſprit doit trouuer maintes inuentions, Pource i’oſs te dire vne choſe ſecrette, Mais ie crains que tun’aye vne longue indiſcrette.	Mercier, Madame crois qu'ayant vu millenations, Ton esprit doit trouver maintes inventions, Pource j'oss te dire une chose secrète, Mais tu crains que tun'aie assez longue indiscrète.
Et Mercier.	Et Mercier.
Ne craignez point cela, m’ouurant voſtre ſecret Eſtimez le caché comme dans vn retrait.	Ne craignez point cela, m'ouvrant votre secret Estimés le caché comme dans un retrait.
Ftoridon.	Ftoridon.
Amour des traits vainqueurs de Florice m’entame, ne de mon tuelmal ſeule elle eſt mon dictame, Et plus ie ſuis bleſſé ie cheris ſa beauté.	Amour des traits vainqueurs de Florice m'entame, ne de mon tuelmal seule elle est mon dictame, Et plus grands suis blessé reux chéris sa beauté.
Mercier.	Mercier.
Moy r'ayme beaucoup mieux le gourt d’vn bõ paſté.	Moi r' âme beaucoup mieux le gourt d'Hommes pas.
Ftoridon.	Ftoridon.
Mercier aduiſe toſt ſi par quelque maniere, Tu peux me mettre és mains ma cruelle Bergere.	Mercier avise tôt si par quelque manière, Tu peux me mettre ès mains ma cruelle Bergère.
Mercier.	Mercier.
Ne vous trauaillez plus, ie ſuis le Medecin Qui dois guarir en bref voſtre amoureux fercin, Aſſurez-vous ſur moy, car par ma vigilance, I’adouciray du mal la prompte vmlence.	Ne vous travaillez plus, je suis le Médecin Qui dois garir en bref votre amoureux fercin, Assurez-vous sur moi, car par ma vigilance, J'avoucirai du mal la prompte vlence.
Floridon:	Floridon:
Mercier puis qu’il te plaiſt ores me ſecourir, Ie m’en vay promptement dans ma loge courir Pour appreſter des noix, des pommes & des meures, Vie m’y doncques trouuer, ie te prie en peu d’heures.	Mercier puis qu'il te plaît ores me secourir, Je m'en vais promptement dans ma loge courir Pour apprêter des noix, des pommes et des meures, Vie m'y doncques trouver, tu te prie en peu d'heures.
Mercier.	Mercier.
Ie n’y manqueray pas, ha que ie ſuis ioyeux, De rencontrer ainſi vn ſi bel amoureux:	Je n'y manquerai pas, ha que Seigneur suis joyeux, De rencontrer ainsi un si bel amoureux:
huis d ou viene certuyacy quriouipnant a pemne Chemine lentement le long de ceſte plaine?	huis d ou viene certuyaci quriouipnant a pemne Chemine lentement le long de cette plaine?
Melidor.	Mélidor.
Amour cruel amour, ſource de mes trauaux, Veux-tu pour donner trefue à tes cruels aſſauts?	Amour cruel amour, source de mes travaux, Veux-tu pour donner trêve à tes cruels assauts?
Que diſ je, les oyſeaux de leurs voix gracieuſes, Nous teſmoignent aſſez leurs flammes amoureuſes:	Que dis -je, les oiseaux de leurs voix grâces, Nous témoignent assez leurs flammes amoureuses:
Le poiſſon plein d’amour fend l’eſchine des eaux, Et ſur nos tapis verds ſautellent nos troupeaux, Et le taureau ſentant ce feu dedans ſes veines, Muglant, court vagabond ſur le long de nos plaines:	Le poisson plein d'amour fend l'échine des eaux, Et sur nos tapis verds sautellent nos troupeaux, Et le tau sentant ce feu dedans ses veines, Muglant, court vagabond sur le long de nos plaines:
Et moy ſentant ce feu embraſer nos eſprits, Pourrois-jemanne ponle dine beaute eipris?	Et moi sentant ce feu embraser nos esprits, Pourrais-jemanne ponle dine beauté éjpris?
Le mercier.	Le mercier.
Berger laiſſe tes plains, inſtrument de ton ayde, le lçauray à ton mnalappliquer vn remede.	Berger laisse tes plains, instrument de ton aide, le laurai à ton mnalappliquer un remède.
Melidor.	Mélidor.
Mercier dedans ma loge entre donc auec moy, Car ie vous veux traicter ainſi qu’vn petit Roy	Mercier dedans ma loge entre donc avec moi, Car ie vous veux traiter ainsi qu'un petit Roi
ACTE II.	ACTE II.
Le Mercier.	Le Mercier.
Eliuré de tont ſoing, gay, gaillard & diſpos- DPreſt de boire le vin & vous laiſſer les pots.	Eliuré de tont soin, gai, gaillard et dispos- PRêt de boire le vin et vous laisser les pots.
Preſt de riffler les plats qui ſont en la cuiſine,	Prêt de riffler les plats qui sont en la cuisine,
Et preſt le bricoller quelque belle Cyprine Dans les creux de ce bois:	Et prêt le bricoler quelque belle Cyprine Dans les creux de ce bois:
croy ez que le Mercier S’en tirera pluſtoſt qu’vn pourceau d’vn bourbier.	croy ez que le Mercier S'en tirera plutôt qu'un pourceau d'un bourbier.
Hé Dieux que de plaiſir à branler la mouſtache, A dancer du menton au ſon d’vne foüache, Et ſe remplir de laict, & n’entreprendre point:	Hé Dieux que de plaisir à branler la moustache, A ancer du menton au son d'une fouache, Et se remplir de lait, et n'entreprendre point:
D’outre œuure que garnir le moule du pourpoint;	D'outre œuvre que garnir le moule du pourpoint;
Ouy, ie le dis encor, qu’il n’eſt plaiſir ne guiſe Ou pluſtoſt qu’en cetuy ie me miſſe en chemiſe:	Oui, Seigneur le dis encor, qu'il n'est plaisir ne guise Ou plutôt qu'en cetui quelque me misse en chemise:
Qu’on ne me vante plus l’eſtat des amoureux, Ton amour, ô mercier, eſt beaucoup plus heureux;	Qu'on ne me vante plus l'état des amoureux, Ton amour, ô mercier, est beaucoup plus heureux;
Encor que de l’amour ie gaigne mieux ma vie Que non pas traffiquant auec ma mercerie:	Encor que de l'amour On gagne mieux ma vie Que non pas traffiquant avec ma mercerie:
Toutes-fois i’ayme mieux eſtre nourry de laict Que de mourir de fain & d’eſtre amant parfaict:	Toutefois j'aime mieux être nourri de lait Que de mourir de sain et d'être amant parfait:
Ie voy deuant mes yeux deux amans de nature, Auecques la douleur que chacun d’eux endure Pour leur obiet aymé ſe geſnent de la faim, Pendant qu’a mon profit ie mange tout le pain, Comme vn bon Aduocat vn chacun d’eux m’honore Me cherit, me reſpecte, & ſi me donne encore Ses chaſtaignes, ſes noix, & ſes boüillons plus doux Que ie mange pour eux & digere pour vous, Sus donc petit amour bleſſe les d’auantage, Plus ils auront de mal, plus i’auray de fromage, Pour leur auoir promis, & qui plus leur promets Des filles de Celine à la fin rendre aymez, Donc viue le mercier, viue la mercerie, Viue les amoureux, viue la laicterie, Courage viue tout & que l’on a de mal A retirer le frein de ce gros animal!	Je vois devant mes yeux deux amants de nature, Avec la douleur que chacun d'eux endure Pour leur objet aimé se gênent de la faim, Pendant qu'a mon profit Seigneur mange tout le pain, Comme un bon Aduocat un chacun d'eux m'honore Me chérit, me respecte, et si me donne encore Ses châtaignes, ses noix, et ses bouillons plus doux Que Seigneur mange pour eux et digère pour vous, Sus donc petit amour blesse les d'avantage, Plus ils auront de mal, plus j'aurai de fromage, Pour leur avoir promis, et qui plus leur promets Es fils de çha la fin rendre aimez, D' eu le mercier, viue la mercerie, Viue les amoureux, viue la laicterie, Courage viue tout et que on à de mal A retirer la fin de ce gros animal!
Vrayement il eſtoit temps que le pas te martane, Voicy ia vn berger qui vient à la pourchaſſe?	Vraiment il était temps que le pas te martane, Voici ia un berger qui vient à la pourchasse?
Il eſt bien eſuenſe, le curiuy crotté bien,	Il est bien esuense, le curiui crotté bien,
Floridon.	Floridon.
Dieu te garde mercier.	Dieu te garde mercier.
Mercier.	Mercier.
Et vous de mort de chien.	Et vous de mort de chien.
Floridon.	Floridon.
ne bien, quanld vousplune lieion voſtre promeſſe De me faire iouyr de ma belle maiſtreſſe?	ne bien, quanld vousplune lie votre promesse De me faire jouir de ma belle maîtresse?
Le mestsere Paritoſt.	Le mestsere Paritôt.
Melidor.	Mélidor.
Bon iour mercier, & bien?	Bon jour mercier, et bien?
Le mercier.	Le mercier.
Ha Dieu vous gard.	Ha Dieu vous gard.
Vrayment vous auuz tort de vous leuer ſi tard, Le iour n’eſt pas venu.	Vraiment vous auz tort de vous lever si tard, Le jour n'est pas venu.
Melidor.	Mélidor.
Tu te gauſſe ſans ceſſe:	Tu te gausse sans cesse:
Floridon.	Floridon.
Quictons la ces propos, parioris de ma maiſtreſſe, Comme tu as promis, trouue-nous les moyens De les rendre dans peu priſes dans nos liens.	Quictons la ces propos, parioris de ma maîtresse, Comme tu as promis, trouve-nous les moyens De les rendre dans peu prises dans nos liens.
Le Mercier.	Le Mercier.
Elles doiuent venir s’eſbatre en ceſte plaine, Apres auoir ſerré leur troupeau portelaine:	Elles doivent venir s'ébattre en cette plaine, Apres avoir serré leur troupeau portelaine:
Et ie me trompe fort ſi dans ce bois prochain:	Et petit me trompe fort si dans ce bois prochain:
Ie n’entends leur parler, ſont elles pour certain, Cachez vous en ce lieu, & ou eſt ma banctte?	Je n'entends leur parler, sont elles pour certain, Cachez -vous en ce lieu, et et est ma banctte?
La voila Dieu mercy:	La voilà Dieu merci:
Cachats, fine tablette, Aiguilles, curedens, eſpingles, pelotons, Couuercles à lexiue, eſcuelles, hannetons, Achetez, achetez, auſſi bien ie veux vendre.	Cachats, fine tablette, Aiguilles, curedents, épingles, pelons, Couvercles à lexive, écuelles, hannetons, Achetez, achetez, aussi bien femme veux vendre.
Florice.	Florice.
